movie_id,primary_title,original_title,start_year,runtime_minutes,genres,imdb_rating,imdb_votes,bom_title,studio,domestic_gross,foreign_gross,year_only,total_gross,primary_name,primary_profession,person_id,join_title,join_year,tmdb_rating,tmdb_votes,popularity,production_budget,main_genre,production_budget_imputed
tt0315642,Wazir,Wazir,2016.0,103.0,"Action,Crime,Drama",7.1,15378.0,Wazir,Relbig.,1100000.0,0.0,2016.0,1100000.0,Bejoy Nambiar,"producer,writer,director",nm2349060,wazir,2016,6.6,63.0,3.881,,Action,477223.4273318872
tt0337692,On the Road,On the Road,2012.0,124.0,"Adventure,Drama,Romance",6.1,37886.0,On the Road,IFC,744000.0,8000000.0,2012.0,8744000.0,Walter Salles,"director,producer,writer",nm0758574,on the road,2012,5.6,518.0,8.919,,Adventure,3257824.1430700445
tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013.0,114.0,"Adventure,Comedy,Drama",7.3,275300.0,The Secret Life of Walter Mitty,Fox,58200000.0,129900000.0,2013.0,188100000.0,Ben Stiller,"producer,actor,director",nm0001774,the secret life of walter mitty,2013,7.1,4859.0,10.743,91000000.0,Adventure,91000000.0
tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014.0,114.0,"Action,Crime,Drama",6.5,105116.0,A Walk Among the Tombstones,Uni.,26300000.0,26900000.0,2014.0,53200000.0,Scott Frank,"writer,producer,director",nm0291082,a walk among the tombstones,2014,6.3,1685.0,19.373,28000000.0,Action,28000000.0
tt0369610,Jurassic World,Jurassic World,2015.0,124.0,"Action,Adventure,Sci-Fi",7.0,539338.0,Jurassic World,Uni.,652300000.0,1019.4,2015.0,652301019.4,Colin Trevorrow,"writer,producer,director",nm1119880,jurassic world,2015,6.6,14056.0,20.709,215000000.0,Action,215000000.0
tt0376136,The Rum Diary,The Rum Diary,2011.0,119.0,"Comedy,Drama",6.2,94787.0,The Rum Diary,FD,13100000.0,10800000.0,2011.0,23900000.0,Bruce Robinson,"actor,writer,director",nm0732430,the rum diary,2011,5.7,652.0,12.011,45000000.0,Comedy,45000000.0
tt0376479,American Pastoral,American Pastoral,2016.0,108.0,"Crime,Drama",6.1,12898.0,American Pastoral,LGF,544000.0,0.0,2016.0,544000.0,Ewan McGregor,"actor,writer,soundtrack",nm0000191,american pastoral,2016,6.0,339.0,7.782,,Crime,290133.3333333333
tt0383010,The Three Stooges,The Three Stooges,2012.0,92.0,"Comedy,Family",5.1,28570.0,The Three Stooges,Fox,44300000.0,10500000.0,2012.0,54800000.0,"Bobby Farrelly, Peter Farrelly","producer,writer,director","nm0268370, nm0268380",the three stooges,2012,5.1,215.0,9.358,30000000.0,Comedy,30000000.0
tt0398286,Tangled,Tangled,2010.0,100.0,"Adventure,Animation,Comedy",7.8,366366.0,Tangled,BV,200800000.0,391000000.0,2010.0,591800000.0,"Byron Howard, Nathan Greno","actor,art_department,director, animation_department,director,actor","nm0397174, nm1977355",tangled,2010,7.5,6407.0,21.511,260000000.0,Adventure,260000000.0
tt0401729,John Carter,John Carter,2012.0,132.0,"Action,Adventure,Sci-Fi",6.6,241792.0,John Carter,BV,73100000.0,211100000.0,2012.0,284200000.0,Andrew Stanton,"writer,actor,producer",nm0004056,john carter,2012,6.1,3338.0,18.549,275000000.0,Action,275000000.0
tt0409847,Cowboys & Aliens,Cowboys & Aliens,2011.0,119.0,"Action,Sci-Fi,Thriller",6.0,195889.0,Cowboys & Aliens,Uni.,100200000.0,74600000.0,2011.0,174800000.0,Jon Favreau,"producer,actor,miscellaneous",nm0269463,cowboys & aliens,2011,5.5,3110.0,16.293,,Action,75835140.9978308
tt0420293,The Stanford Prison Experiment,The Stanford Prison Experiment,2015.0,122.0,"Biography,Drama,History",6.9,32591.0,The Stanford Prison Experiment,IFC,661000.0,0.0,2015.0,661000.0,Kyle Patrick Alvarez,"producer,director,writer",nm1547859,the stanford prison experiment,2015,6.9,548.0,8.239,,Biography,353568.68919300794
tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010.0,114.0,Comedy,5.9,91546.0,Dinner for Schmucks,P/DW,73000000.0,13800000.0,2010.0,86800000.0,Jay Roach,"producer,director,writer",nm0005366,dinner for schmucks,2010,5.6,920.0,6.632,69000000.0,Comedy,69000000.0
tt0429493,The A-Team,The A-Team,2010.0,117.0,"Action,Adventure,Thriller",6.8,235256.0,The A-Team,Fox,77200000.0,100000000.0,2010.0,177200000.0,Joe Carnahan,"producer,writer,director",nm0138620,the a-team,2010,6.3,2703.0,17.097,110000000.0,Action,110000000.0
tt0431021,The Possession,The Possession,2012.0,92.0,"Horror,Mystery,Thriller",5.9,53649.0,The Possession,LGF,49100000.0,36300000.0,2012.0,85400000.0,Ole Bornedal,"writer,director,producer",nm0097079,the possession,2012,5.9,918.0,8.978,14000000.0,Horror,14000000.0
tt0433035,Real Steel,Real Steel,2011.0,127.0,"Action,Drama,Family",7.1,283534.0,Real Steel,BV,85500000.0,213800000.0,2011.0,299300000.0,Shawn Levy,"producer,director,actor",nm0506613,real steel,2011,6.8,4566.0,14.811,110000000.0,Action,110000000.0
tt0435651,The Giver,The Giver,2014.0,97.0,"Drama,Romance,Sci-Fi",6.5,104999.0,The Giver,Wein.,45100000.0,21900000.0,2014.0,67000000.0,Phillip Noyce,"producer,director,writer",nm0637518,the giver,2014,6.5,3075.0,8.687,25000000.0,Drama,25000000.0
tt0435761,Toy Story 3,Toy Story 3,2010.0,103.0,"Adventure,Animation,Comedy",8.3,682218.0,Toy Story 3,BV,415000000.0,652000000.0,2010.0,1067000000.0,Lee Unkrich,"editorial_department,editor,miscellaneous",nm0881279,toy story 3,2010,7.7,8340.0,24.445,200000000.0,Adventure,200000000.0
tt0443272,Lincoln,Lincoln,2012.0,150.0,"Biography,Drama,History",7.4,228701.0,Lincoln,BV,182200000.0,93100000.0,2012.0,275300000.0,Steven Spielberg,"producer,writer,director",nm0000229,lincoln,2012,6.8,2261.0,12.693,65000000.0,Biography,65000000.0
tt0446029,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010.0,112.0,"Action,Comedy,Fantasy",7.5,339338.0,Scott Pilgrim vs. the World,Uni.,31500000.0,16100000.0,2010.0,47600000.0,Edgar Wright,"director,writer,actor",nm0942367,scott pilgrim vs. the world,2010,7.3,3882.0,14.383,85000000.0,Action,85000000.0
tt0448694,Puss in Boots,Puss in Boots,2011.0,90.0,"Action,Adventure,Animation",6.6,133355.0,Puss in Boots,P/DW,149300000.0,405700000.0,2011.0,555000000.0,Chris Miller,"actor,animation_department,director",nm3735491,puss in boots,2011,6.3,1422.0,9.078,130000000.0,Action,130000000.0
tt0451279,Wonder Woman,Wonder Woman,2017.0,141.0,"Action,Adventure,Fantasy",7.5,487527.0,Wonder Woman,WB,412600000.0,409300000.0,2017.0,821900000.0,Patty Jenkins,"director,writer,producer",nm0420941,wonder woman,2017,7.3,12566.0,31.618,150000000.0,Action,150000000.0
tt0454876,Life of Pi,Life of Pi,2012.0,127.0,"Adventure,Drama,Fantasy",7.9,535836.0,Life of Pi,Fox,125000000.0,484000000.0,2012.0,609000000.0,Ang Lee,"director,producer,writer",nm0000487,life of pi,2012,7.3,8723.0,15.0,120000000.0,Adventure,120000000.0
tt0455323,Being Flynn,Being Flynn,2012.0,102.0,Drama,6.4,15780.0,Being Flynn,Focus,540000.0,0.0,2012.0,540000.0,Paul Weitz,"producer,writer,director",nm0919369,being flynn,2012,6.2,128.0,7.293,,Drama,213406.09966949344
tt0455407,The Crazies,The Crazies,2010.0,101.0,"Horror,Thriller",6.5,104465.0,The Crazies,Over.,39100000.0,15700000.0,2010.0,54800000.0,Breck Eisner,"director,producer,actor",nm0252135,the crazies,2010,6.2,1036.0,12.246,19000000.0,Horror,19000000.0
tt0455944,The Equalizer,The Equalizer,2014.0,132.0,"Action,Crime,Thriller",7.2,302302.0,The Equalizer,Sony,101500000.0,90800000.0,2014.0,192300000.0,Antoine Fuqua,"director,producer,actor",nm0298807,the equalizer,2014,7.2,4989.0,28.942,55000000.0,Action,55000000.0
tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011.0,124.0,"Action,Adventure,Sci-Fi",6.9,668137.0,Captain America: The First Avenger,Par.,176700000.0,193900000.0,2011.0,370600000.0,Joe Johnston,"director,visual_effects,producer",nm0002653,captain america: the first avenger,2011,6.9,12810.0,25.808,140000000.0,Action,140000000.0
tt0458413,A Long Way Down,A Long Way Down,2014.0,96.0,"Comedy,Drama",6.4,29260.0,A Long Way Down,Magn.,13300.0,7200000.0,2014.0,7213300.0,Pascal Chaumeil,"director,assistant_director,writer",nm0154312,a long way down,2014,6.2,529.0,6.762,,Comedy,2746547.094188377
tt0460890,The Only Living Boy in New York,The Only Living Boy in New York,2017.0,89.0,Drama,6.3,8727.0,The Only Living Boy in New York,RAtt.,624000.0,1900000.0,2017.0,2524000.0,Marc Webb,"producer,director,writer",nm1989536,the only living boy in new york,2017,6.2,116.0,8.328,,Drama,997475.9177144471
tt0461336,Saving Private Perez,Salvando al Soldado Pérez,2011.0,105.0,"Adventure,Comedy,Western",6.0,1727.0,Saving Private Perez,LGF,1400000.0,7900000.0,2011.0,9300000.0,Beto Gómez,"writer,director,producer",nm0351021,saving private perez,2011,,,,,Adventure,3464977.645305514
tt0464154,Piranha 3D,Piranha 3D,2010.0,88.0,"Comedy,Horror",5.4,81327.0,Piranha 3D,W/Dim.,25000000.0,58200000.0,2010.0,83200000.0,Alexandre Aja,"producer,director,writer",nm0014960,piranha 3d,2010,5.3,1029.0,11.302,24000000.0,Comedy,24000000.0
tt0466893,Margaret,Margaret,2011.0,150.0,Drama,6.5,14708.0,Margaret,FoxS,46500.0,0.0,2011.0,46500.0,Kenneth Lonergan,"writer,actor,director",nm0518836,margaret,2011,6.3,138.0,8.747,14000000.0,Drama,14000000.0
tt0471042,Tower Heist,Tower Heist,2011.0,104.0,"Action,Comedy,Crime",6.2,125102.0,Tower Heist,Uni.,78000000.0,74900000.0,2011.0,152900000.0,Brett Ratner,"producer,director,actor",nm0711840,tower heist,2011,6.0,1592.0,12.213,85000000.0,Action,85000000.0
tt0472181,The Smurfs,The Smurfs,2011.0,103.0,"Adventure,Animation,Comedy",5.5,77577.0,The Smurfs,Sony,142600000.0,421100000.0,2011.0,563700000.0,Raja Gosnell,"editor,director,editorial_department",nm0331532,the smurfs,2011,5.6,2112.0,16.533,110000000.0,Adventure,110000000.0
tt0472399,The Mechanic,The Mechanic,2011.0,93.0,"Action,Crime,Thriller",6.6,141254.0,The Mechanic,CBS,29100000.0,47000000.0,2011.0,76100000.0,Simon West,"producer,director,actor",nm0922346,the mechanic,2011,6.3,1676.0,14.387,42500000.0,Action,42500000.0
tt0473075,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,2010.0,116.0,"Action,Adventure,Fantasy",6.6,254975.0,Prince of Persia: The Sands of Time,BV,90800000.0,245600000.0,2010.0,336400000.0,Mike Newell,"director,producer,actor",nm0001565,prince of persia: the sands of time,2010,6.2,4040.0,13.44,,Action,145943600.86767894
tt0475290,"Hail, Caesar!","Hail, Caesar!",2016.0,106.0,"Comedy,Drama,Music",6.3,111422.0,"Hail, Caesar!",Uni.,30500000.0,33100000.0,2016.0,63600000.0,"Ethan Coen, Joel Coen","producer,writer,director","nm0001053, nm0001054","hail, caesar!",2016,5.9,2328.0,12.312,22000000.0,Comedy,22000000.0
tt0477080,Unstoppable,Unstoppable,2010.0,98.0,"Action,Thriller",6.8,173019.0,Unstoppable,Fox,81600000.0,86200000.0,2010.0,167800000.0,Tony Scott,"producer,director,actor",nm0001716,unstoppable,2010,6.4,1913.0,14.01,95000000.0,Action,95000000.0
tt0477302,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,2011.0,129.0,"Adventure,Drama,Mystery",6.9,93164.0,Extremely Loud & Incredibly Close,WB,31800000.0,23400000.0,2011.0,55200000.0,Stephen Daldry,"producer,director,miscellaneous",nm0197636,extremely loud & incredibly close,2011,7.0,1231.0,9.828,,Adventure,20566318.92697466
tt0478304,The Tree of Life,The Tree of Life,2011.0,139.0,"Drama,Fantasy",6.8,156266.0,The Tree of Life,FoxS,13300000.0,41000000.0,2011.0,54300000.0,Terrence Malick,"writer,producer,director",nm0000517,the tree of life,2011,6.6,1730.0,11.569,35000000.0,Drama,35000000.0
tt0478970,Ant-Man,Ant-Man,2015.0,117.0,"Action,Adventure,Comedy",7.3,501213.0,Ant-Man,BV,180200000.0,339100000.0,2015.0,519300000.0,Peyton Reed,"director,producer,actor",nm0715636,ant-man,2015,7.1,11949.0,32.715,130000000.0,Action,130000000.0
tt0479997,Season of the Witch,Season of the Witch,2011.0,95.0,"Action,Adventure,Fantasy",5.4,85777.0,Season of the Witch,Rela.,24800000.0,66800000.0,2011.0,91600000.0,Dominic Sena,"director,cinematographer,camera_department",nm0784061,season of the witch,2011,5.3,1352.0,12.535,40000000.0,Action,40000000.0
tt0480255,The Losers,The Losers,2010.0,97.0,"Action,Adventure,Crime",6.4,83876.0,The Losers,WB,23600000.0,5800000.0,2010.0,29400000.0,Sylvain White,"director,writer,producer",nm1234893,the losers,2010,6.2,844.0,10.202,25000000.0,Action,25000000.0
tt0480687,Hall Pass,Hall Pass,2011.0,105.0,"Comedy,Romance",5.9,113775.0,Hall Pass,WB (NL),45100000.0,38100000.0,2011.0,83200000.0,"Bobby Farrelly, Peter Farrelly","producer,writer,director","nm0268370, nm0268380",hall pass,2011,5.5,1009.0,9.984,68000000.0,Comedy,68000000.0
tt0481499,The Croods,The Croods,2013.0,98.0,"Action,Adventure,Animation",7.2,176699.0,The Croods,Fox,187200000.0,400000000.0,2013.0,587200000.0,"Chris Sanders, Kirk DeMicco","writer,actor,animation_department, writer,director,soundtrack","nm0210320, nm0761498",the croods,2013,6.8,3873.0,16.29,135000000.0,Action,135000000.0
tt0485985,Red Tails,Red Tails,2012.0,125.0,"Action,Adventure,Drama",5.9,31815.0,Red Tails,Fox,49900000.0,489000.0,2012.0,50389000.0,Anthony Hemingway,"director,producer,assistant_director",nm0376006,red tails,2012,6.0,256.0,10.247,58000000.0,Action,58000000.0
tt0491152,Something Borrowed,Something Borrowed,2011.0,112.0,"Comedy,Drama,Romance",5.9,54314.0,Something Borrowed,WB,39000000.0,21100000.0,2011.0,60100000.0,Luke Greenfield,"director,producer,writer",nm0339004,something borrowed,2011,6.1,591.0,7.567,35000000.0,Comedy,35000000.0
tt0491175,Suburbicon,Suburbicon,2017.0,105.0,"Comedy,Crime,Drama",5.6,31294.0,Suburbicon,Par.,5800000.0,0.0,2017.0,5800000.0,George Clooney,"actor,producer,director",nm0000123,suburbicon,2017,5.8,879.0,9.989,,Comedy,2208416.8336673346
tt0491203,Tulip Fever,Tulip Fever,2017.0,105.0,"Drama,History,Romance",6.2,15037.0,Tulip Fever,Wein.,2500000.0,5900000.0,2017.0,8400000.0,Justin Chadwick,"director,actor,producer",nm0149491,tulip fever,2017,6.4,307.0,9.89,25000000.0,Drama,25000000.0
tt0492389,Furry Vengeance,Furry Vengeance,2010.0,92.0,"Comedy,Family",3.8,14700.0,Furry Vengeance,Sum.,17600000.0,18600000.0,2010.0,36200000.0,Roger Kumble,"director,writer,producer",nm0474955,furry vengeance,2010,4.6,283.0,9.45,35000000.0,Comedy,35000000.0
tt0493405,CHIPS,CHIPS,2017.0,100.0,"Action,Comedy,Crime",6.0,37029.0,CHiPs,WB,18600000.0,8199999.0,2017.0,26799999.0,Dax Shepard,"actor,director,soundtrack",nm1009277,chips,2017,6.0,657.0,13.744,25000000.0,Action,25000000.0
tt0493949,Ramona and Beezus,Ramona and Beezus,2010.0,103.0,"Adventure,Comedy,Family",6.6,16086.0,Ramona and Beezus,Fox,26200000.0,1100000.0,2010.0,27300000.0,Elizabeth Allen Rosenbaum,"director,producer,miscellaneous",nm0020491,ramona and beezus,2010,6.3,460.0,7.442,15000000.0,Adventure,15000000.0
tt0498351,The Hero of Color City,The Hero of Color City,2014.0,77.0,"Animation,Family",4.0,431.0,The Hero of Color City,Magn.,32200.0,0.0,2014.0,32200.0,Frank Gladstone,"animation_department,director,producer",nm2803372,the hero of color city,2014,5.4,9.0,4.516,,Animation,6343.908445603361
tt0498381,Rings,Rings,2017.0,102.0,"Drama,Horror,Mystery",4.5,34151.0,Rings,Par.,27800000.0,55300000.0,2017.0,83100000.0,F. Javier Gutiérrez,"director,producer,writer",nm1279573,rings,2017,4.9,1785.0,13.53,25000000.0,Drama,25000000.0
tt0763831,A Thousand Words,A Thousand Words,2012.0,91.0,"Comedy,Drama",5.9,36387.0,A Thousand Words,P/DW,18500000.0,3600000.0,2012.0,22100000.0,Brian Robbins,"producer,actor,writer",nm0005367,a thousand words,2012,6.1,685.0,8.017,40000000.0,Comedy,40000000.0
tt0765446,Escape from Planet Earth,Escape from Planet Earth,2013.0,89.0,"Adventure,Animation,Comedy",5.9,23298.0,Escape From Planet Earth,Wein.,57000000.0,17600000.0,2013.0,74600000.0,Cal Brunker,"animation_department,art_department,writer",nm2117510,escape from planet earth,2013,5.8,459.0,9.227,40000000.0,Adventure,40000000.0
tt0770703,What's Your Number?,What's Your Number?,2011.0,106.0,"Comedy,Romance",6.1,67922.0,What's Your Number?,Fox,14000000.0,16399999.0,2011.0,30399999.0,Mark Mylod,"director,producer,miscellaneous",nm0617042,what's your number?,2011,6.4,1271.0,10.391,20000000.0,Comedy,20000000.0
tt0770828,Man of Steel,Man of Steel,2013.0,143.0,"Action,Adventure,Sci-Fi",7.1,647288.0,Man of Steel,WB,291000000.0,377000000.0,2013.0,668000000.0,Zack Snyder,"producer,director,writer",nm0811583,man of steel,2013,6.5,9758.0,27.667,225000000.0,Action,225000000.0
tt0780653,The Wolfman,The Wolfman,2010.0,103.0,"Drama,Fantasy,Horror",5.8,97873.0,The Wolfman,Uni.,62000000.0,77800000.0,2010.0,139800000.0,Joe Johnston,"director,visual_effects,producer",nm0002653,the wolfman,2010,5.7,1009.0,14.03,150000000.0,Drama,150000000.0
tt0787474,The Boxtrolls,The Boxtrolls,2014.0,96.0,"Adventure,Animation,Comedy",6.8,50763.0,The Boxtrolls,Focus,50800000.0,58400000.0,2014.0,109200000.0,"Anthony Stacchi, Graham Annable","animation_department,director,art_department, director,animation_department,visual_effects","nm0030253, nm0820934",the boxtrolls,2014,6.7,1016.0,11.219,60000000.0,Adventure,60000000.0
tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013.0,100.0,"Adventure,Comedy,Fantasy",5.9,67549.0,The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000.0,2013.0,27400000.0,Don Scardino,"director,producer,actor",nm0769135,the incredible burt wonderstone,2013,5.4,920.0,9.362,32000000.0,Adventure,32000000.0
tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013.0,117.0,"Biography,Drama",8.0,402462.0,Dallas Buyers Club,Focus,27300000.0,27900000.0,2013.0,55200000.0,Jean-Marc Vallée,"producer,director,editor",nm0885249,dallas buyers club,2013,7.9,4961.0,12.389,5000000.0,Biography,5000000.0
tt0790724,Jack Reacher,Jack Reacher,2012.0,130.0,"Action,Crime,Thriller",7.0,284547.0,Jack Reacher,Par.,80100000.0,138300000.0,2012.0,218400000.0,Christopher McQuarrie,"writer,producer,director",nm0003160,jack reacher,2012,6.4,4155.0,18.312,60000000.0,Action,60000000.0
tt0790736,R.I.P.D.,R.I.P.D.,2013.0,96.0,"Action,Adventure,Comedy",5.6,109078.0,R.I.P.D.,Uni.,33600000.0,44700000.0,2013.0,78300000.0,Robert Schwentke,"director,writer,soundtrack",nm0777881,r.i.p.d.,2013,5.6,2047.0,21.377,130000000.0,Action,130000000.0
tt0795461,Scary Movie 5,Scary Movie 5,2013.0,86.0,Comedy,3.5,60139.0,Scary Movie 5,W/Dim.,32000000.0,46400000.0,2013.0,78400000.0,"David Zucker, Malcolm D. Lee","director,producer,writer, writer,producer,director","nm0001878, nm0002700",scary movie 5,2013,4.7,1494.0,16.316,,Comedy,29851703.40681363
tt0800369,Thor,Thor,2011.0,115.0,"Action,Adventure,Fantasy",7.0,683264.0,Thor,Par.,181000000.0,268300000.0,2011.0,449300000.0,Kenneth Branagh,"actor,producer,director",nm0000110,thor,2011,6.7,12764.0,38.068,150000000.0,Action,150000000.0
tt0803096,Warcraft,Warcraft,2016.0,123.0,"Action,Adventure,Fantasy",6.9,225557.0,Warcraft,Uni.,47400000.0,386300000.0,2016.0,433700000.0,Duncan Jones,"director,writer,producer",nm1512910,warcraft,2016,6.3,4071.0,21.464,160000000.0,Action,160000000.0
tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010.0,101.0,"Comedy,Drama,Romance",7.1,125583.0,It's Kind of a Funny Story,Focus,6400000.0,128000.0,2010.0,6528000.0,"Anna Boden, Ryan Fleck","director,writer,cinematographer, director,writer,editor","nm0281396, nm1349818",it's kind of a funny story,2010,7.0,1324.0,10.01,8000000.0,Comedy,8000000.0
tt0808510,Tooth Fairy,Tooth Fairy,2010.0,101.0,"Comedy,Family,Fantasy",5.0,37939.0,Tooth Fairy,Fox,60000000.0,52400000.0,2010.0,112400000.0,Michael Lembeck,"director,actor,producer",nm0501185,tooth fairy,2010,5.3,1058.0,12.65,48000000.0,Comedy,48000000.0
tt0810819,The Danish Girl,The Danish Girl,2015.0,119.0,"Biography,Drama,Romance",7.1,146873.0,The Danish Girl,Focus,11100000.0,53100000.0,2015.0,64200000.0,Tom Hooper,"director,producer,writer",nm0393799,the danish girl,2015,7.7,3655.0,12.082,,Biography,34340559.5252513
tt0810913,Jack and Jill,Jack and Jill,2011.0,91.0,Comedy,3.3,71361.0,Jack and Jill,Sony,74200000.0,75500000.0,2011.0,149700000.0,Dennis Dugan,"actor,director,producer",nm0240797,jack and jill,2011,4.1,1124.0,11.277,79000000.0,Comedy,79000000.0
tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011.0,97.0,"Comedy,Drama,Romance",6.3,48393.0,Take Me Home Tonight,Rela.,6900000.0,0.0,2011.0,6900000.0,Michael Dowse,"director,writer,producer",nm0236226,take me home tonight,2011,6.1,339.0,11.321,19000000.0,Comedy,19000000.0
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010.0,118.0,"Adventure,Family,Fantasy",5.9,165108.0,Percy Jackson & The Olympians: The Lightning Thief,Fox,88800000.0,137700000.0,2010.0,226500000.0,Chris Columbus,"producer,writer,director",nm0001060,percy jackson & the olympians: the lightning thief,2010,6.1,4229.0,26.691,95000000.0,Adventure,95000000.0
tt0815236,She's Out of My League,She's Out of My League,2010.0,104.0,"Comedy,Romance",6.4,117245.0,She's Out of My League,Par.,32000000.0,17800000.0,2010.0,49800000.0,Jim Field Smith,"director,writer,producer",nm1637768,she's out of my league,2010,6.1,970.0,7.775,20000000.0,Comedy,20000000.0
tt0816442,The Book Thief,The Book Thief,2013.0,131.0,"Drama,War",7.6,119023.0,The Book Thief,Fox,21500000.0,55100000.0,2013.0,76600000.0,Brian Percival,"director,producer",nm1093053,the book thief,2013,7.5,2788.0,9.034,19000000.0,Drama,19000000.0
tt0816692,Interstellar,Interstellar,2014.0,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,Interstellar,Par.,188000000.0,489400000.0,2014.0,677400000.0,Christopher Nolan,"writer,producer,director",nm0634240,interstellar,2014,8.2,18597.0,28.44,165000000.0,Adventure,165000000.0
tt0816711,World War Z,World War Z,2013.0,116.0,"Action,Adventure,Horror",7.0,553751.0,World War Z,Par.,202400000.0,337600000.0,2013.0,540000000.0,Marc Forster,"producer,director,writer",nm0286975,world war z,2013,6.7,9132.0,14.582,190000000.0,Action,190000000.0
tt0817177,Flipped,Flipped,2010.0,90.0,"Comedy,Drama,Romance",7.7,74937.0,Flipped,WB,1800000.0,0.0,2010.0,1800000.0,Rob Reiner,"actor,writer,producer",nm0001661,flipped,2010,7.4,859.0,9.781,14000000.0,Comedy,14000000.0
tt0817230,Valentine's Day,Valentine's Day,2010.0,125.0,"Comedy,Romance",5.7,107171.0,Valentine's Day,WB (NL),110500000.0,106000000.0,2010.0,216500000.0,Garry Marshall,"writer,producer,actor",nm0005190,valentine's day,2010,5.8,1907.0,11.187,52000000.0,Comedy,52000000.0
tt0822847,Priest,Priest,2011.0,87.0,"Action,Adventure,Fantasy",5.7,108320.0,Priest,SGem,29100000.0,49200000.0,2011.0,78300000.0,Scott Stewart,"producer,writer,visual_effects",nm0829820,priest,2011,5.5,1157.0,15.318,60000000.0,Action,60000000.0
tt0829150,Dracula Untold,Dracula Untold,2014.0,92.0,"Action,Drama,Fantasy",6.3,164829.0,Dracula Untold,Uni.,56300000.0,160800000.0,2014.0,217100000.0,Gary Shore,"director,producer,writer",nm2411495,dracula untold,2014,6.2,3719.0,29.043,70000000.0,Action,70000000.0
tt0835418,The Babymakers,The Babymakers,2012.0,95.0,Comedy,5.0,8147.0,The Babymakers,MNE,7900.0,0.0,2012.0,7900.0,Jay Chandrasekhar,"director,actor,writer",nm0151540,the babymakers,2012,4.9,76.0,8.356,,Comedy,3008.0160320641285
tt0837562,Hotel Transylvania,Hotel Transylvania,2012.0,91.0,"Animation,Comedy,Family",7.1,204571.0,Hotel Transylvania,Sony,148300000.0,210100000.0,2012.0,358400000.0,Genndy Tartakovsky,"producer,writer,director",nm0850733,hotel transylvania,2012,6.9,5013.0,15.318,85000000.0,Animation,85000000.0
tt0840361,The Town,The Town,2010.0,125.0,"Crime,Drama,Thriller",7.6,322524.0,The Town,WB,92200000.0,61800000.0,2010.0,154000000.0,Ben Affleck,"producer,actor,writer",nm0000255,the town,2010,7.1,2386.0,13.476,37000000.0,Crime,37000000.0
tt0842926,The Kids Are All Right,The Kids Are All Right,2010.0,106.0,"Comedy,Drama,Romance",7.0,120656.0,The Kids Are All Right,Focus,20800000.0,13900000.0,2010.0,34700000.0,Lisa Cholodenko,"director,producer,writer",nm0158966,the kids are all right,2010,6.6,854.0,8.426,4000000.0,Comedy,4000000.0
tt0844993,Hoodwinked Too! Hood vs. Evil,Hoodwinked Too! Hood vs. Evil,2011.0,86.0,"Animation,Comedy,Crime",4.8,11281.0,Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000.0,2011.0,16900000.0,Mike Disa,"art_department,animation_department,writer",nm1918538,hoodwinked too! hood vs. evil,2011,5.0,257.0,6.906,,Animation,3329566.8549905834
tt0848537,Epic,Epic,2013.0,102.0,"Adventure,Animation,Family",6.7,95318.0,Epic,Fox,107500000.0,160900000.0,2013.0,268400000.0,Chris Wedge,"actor,producer,director",nm0917188,epic,2013,6.4,1670.0,13.995,100000000.0,Adventure,100000000.0
tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014.0,92.0,"Adventure,Animation,Comedy",6.8,57277.0,Mr. Peabody & Sherman,Fox,111500000.0,164200000.0,2014.0,275700000.0,Rob Minkoff,"producer,director,animation_department",nm0591450,mr. peabody & sherman,2014,6.6,1357.0,12.813,145000000.0,Adventure,145000000.0
tt0872230,My Soul to Take,My Soul to Take,2010.0,107.0,"Horror,Mystery,Thriller",4.8,18381.0,My Soul to Take,Uni.,14700000.0,6200000.0,2010.0,20900000.0,Wes Craven,"writer,producer,director",nm0000127,my soul to take,2010,5.4,247.0,9.808,25000000.0,Horror,25000000.0
tt0873886,Red State,Red State,2011.0,88.0,"Action,Crime,Horror",6.2,59266.0,Red State,SMod,1100000.0,0.0,2011.0,1100000.0,Kevin Smith,"producer,writer,actor",nm0003620,red state,2011,6.1,472.0,7.816,4000000.0,Action,4000000.0
